naz_glowna;el_rozr;szer_geo;dlug_geo;wsp_pro_Y;wsp_pro_X;panstwo;woj;powiat;gmina
Stary Bartk??w;;52??20'04'';22??33'04'';502433.16;741853.01;Polska;mazowieckie;siedlecki;Korczew-gmina wiejska
Stary Bia?Èynin;;52??11'01'';20??15'06'';480463.38;585548.23;Polska;mazowieckie;sochaczewski;Nowa Sucha-gmina wiejska
Stary Boguszyn;Stary Boguszyn;52??27'16'';20??18'15'';510642.49;588584.54;Polska;mazowieckie;p?Èo?‰ski;Czerwi?‰sk nad Wis?È?˘-gmina wiejska
Stary Bujak;Stary Bujak;51??14'39'';21??15'02'';377679.56;657034.44;Polska;mazowieckie;radomski;Skaryszew-obszar wiejski
Stary Chin??w;Stary Chin??w;51??36'07'';21??28'40'';417946.19;671535.19;Polska;mazowieckie;kozienicki;Kozienice-obszar wiejski
Stary Chylin;Stary Chylin;52??26'32'';20??01'30'';508968.87;569650.01;Polska;mazowieckie;p?Èocki;Ma?Èa Wie?ç-gmina wiejska
Stary Ciepiel??w;Stary Ciepiel??w;51??15'04'';21??35'44'';379245.69;681076.50;Polska;mazowieckie;lipski;Ciepiel??w-gmina wiejska
Stary Ciopan;Stary Ciopan;52??16'51'';21??29'21'';493466.90;669739.09;Polska;mazowieckie;mi?‰ski;Stanis?Èaw??w-gmina wiejska
Stary Czy??ew;Stary Czy??ew;52??20'60'';19??50'06'';498549.41;556860.69;Polska;mazowieckie;gostyni?‰ski;Sanniki-obszar wiejski
Stary D?÷bsk;;52??11'13'';20??08'30'';480697.29;578020.03;Polska;mazowieckie;sochaczewski;Nowa Sucha-gmina wiejska
Stary Drzewicz;;52??06'40'';20??24'01'';472588.26;595860.54;Polska;mazowieckie;??yrardowski;Wiskitki-gmina wiejska
Stary Dunin??w;Stary Dunin??w;52??34'25'';19??30'55'';523214.12;534917.02;Polska;mazowieckie;p?Èocki;Nowy Dunin??w-gmina wiejska
Stary Dw??r;Stary Dw??r;52??15'30'';21??49'46'';491804.45;693045.22;Polska;mazowieckie;w?÷growski;Wierzbno-gmina wiejska
Stary Dyb??w;;52??25'44'';21??13'09'';509314.56;650831.85;Polska;mazowieckie;wo?Èomi?‰ski;Radzymin-obszar wiejski
Dzierzk??wek Stary;Dzierzk??wek Stary;51??15'30'';21??17'39'';379353.87;660027.79;Polska;mazowieckie;radomski;Skaryszew-obszar wiejski
Stary Garwarz;Stary Garwarz;52??48'17'';20??17'16'';549568.67;586784.60;Polska;mazowieckie;ciechanowski;Glinojeck-obszar wiejski
Stary Goniwilk;Stary Goniwilk;51??49'47'';21??50'07'';444183.55;695300.82;Polska;mazowieckie;garwoli?‰ski;??elech??w-obszar wiejski
Stary G??zd;Stary G??zd;51??33'58'';21??01'43'';413021.54;640554.60;Polska;mazowieckie;bia?Èobrzeski;Stara B?Èotnica-gmina wiejska
Stary Grab??w;Stary Grab??w;52??09'12'';21??00'47'';478263.97;637678.85;Polska;mazowieckie;m. St. Warszawa;Ursyn??w-dzielnica
Stary Grab??w;;51??21'17'';21??40'06'';390944.06;685734.10;Polska;mazowieckie;zwole?‰ski;Przy?È?÷k-gmina wiejska
Gr??dek Stary;Gr??dek Stary;51??27'32'';21??40'37'';402548.29;685918.73;Polska;mazowieckie;zwole?‰ski;Policzna-gmina wiejska
Stary Grzyb??w;Stary Grzyb??w;51??46'36'';21??22'51'';437145.08;664201.78;Polska;mazowieckie;kozienicki;Magnuszew-gmina wiejska
Stary Helen??w;Stary Helen??w;51??45'40'';21??36'10'';435953.92;679566.72;Polska;mazowieckie;garwoli?‰ski;?¸askarzew-gmina wiejska
Stary Imielin;Stary Imielin;52??08'57'';21??01'47'';477833.95;638820.59;Polska;mazowieckie;m. St. Warszawa;Ursyn??w-dzielnica
Stary Janin;Stary Janin;52??57'32'';20??52'28'';567590.18;625864.81;Polska;mazowieckie;przasnyski;Krasne-gmina wiejska
Stary Jank??w;;52??23'23'';21??13'15'';504963.65;651078.92;Polska;mazowieckie;wo?Èomi?‰ski;Radzymin-obszar wiejski
Stary Jasieniec;Stary Jasieniec;51??17'43'';21??38'41'';384285.82;684325.63;Polska;mazowieckie;zwole?‰ski;Zwole?‰-obszar wiejski
Stary Kad?Èub;Stary Kad?Èub;51??32'21'';20??57'13'';409864.92;635446.96;Polska;mazowieckie;bia?Èobrzeski;Stara B?Èotnica-gmina wiejska
Stary Kad?Èubek;Stary Kad?Èubek;51??35'10'';21??03'49'';415298.22;642912.16;Polska;mazowieckie;bia?Èobrzeski;Stara B?Èotnica-gmina wiejska
Stary Ka?È?÷czyn;Stary Ka?È?÷czyn;52??48'46'';20??51'09'';551292.02;624816.29;Polska;mazowieckie;ciechanowski;Go?Èymin-O?çrodek-gmina wiejska
Stary Kamie?‰;Stary Kamie?‰;52??21'36'';19??42'58'';499579.90;548751.13;Polska;mazowieckie;p?Èocki;G?˘bin-obszar wiejski
Stary Karolin??w;;51??57'44'';20??17'39'';455887.45;588883.61;Polska;mazowieckie;??yrardowski;Puszcza Maria?‰ska-gmina wiejska
Stary Kazimierk??w;Stary Kazimierk??w;51??46'58'';21??06'36'';437247.00;645507.18;Polska;mazowieckie;gr??jecki;Warka-obszar wiejski
Stary K?÷b?È??w;Stary K?÷b?È??w;51??47'36'';21??51'56'';440209.22;697540.61;Polska;mazowieckie;garwoli?‰ski;??elech??w-obszar wiejski
Stary Kie?Èb??w;Stary Kie?Èb??w;51??33'42'';21??00'11'';412462.01;638798.43;Polska;mazowieckie;bia?Èobrzeski;Stara B?Èotnica-gmina wiejska
Stary Kobylnik;Stary Kobylnik;51??31'51'';20??59'32'';409033.50;638143.95;Polska;mazowieckie;bia?Èobrzeski;Stara B?Èotnica-gmina wiejska
Stary Komunin;Stary Komunin;52??50'42'';20??14'58'';553996.68;584130.04;Polska;mazowieckie;p?Èo?‰ski;Raci?˘??-gmina wiejska
Stary Konik;Stary Konik;52??12'35'';21??20'38'';485215.21;660094.63;Polska;mazowieckie;mi?‰ski;Halin??w-obszar wiejski
Stary Koziel;Stary Koziel;51??46'58'';20??44'42'';436589.29;620331.56;Polska;mazowieckie;gr??jecki;Belsk Du??y-gmina wiejska
Stary Kraszew;;52??24'22'';21??15'40'';506870.61;653761.59;Polska;mazowieckie;wo?Èomi?‰ski;Klemb??w-gmina wiejska
Stary Krysk;Stary Krysk;52??32'19'';20??24'52'';520134.64;595906.57;Polska;mazowieckie;p?Èo?‰ski;Naruszewo-gmina wiejska
Stary Krzesk;;52??04'12'';22??33'24'';473061.40;743674.73;Polska;mazowieckie;siedlecki;Zbuczyn-gmina wiejska
Stary Ksi?˘??ek;;51??12'52'';20??50'19'';373575.41;628375.72;Polska;mazowieckie;szyd?Èowiecki;Szyd?Èowiec-miasto
Stary Lubiel;;52??45'40'';21??26'02'';546719.08;664176.83;Polska;mazowieckie;wyszkowski;Rz?˘?çnik-gmina wiejska
Stary Luboty?‰;Stary Luboty?‰;52??55'50'';21??55'43'';566802.19;696780.92;Polska;mazowieckie;ostrowski;Stary Luboty?‰-gmina wiejska
Stary ?¸ajszczew;;51??56'07'';20??20'47'';452968.88;592533.76;Polska;mazowieckie;??yrardowski;Puszcza Maria?‰ska-gmina wiejska
Stary ?¸uczyn??w;Stary ?¸uczyn??w;51??36'10'';21??29'51'';418098.00;672903.73;Polska;mazowieckie;kozienicki;Kozienice-obszar wiejski
Stary ?¸uszczewek;;52??13'35'';20??32'15'';485595.26;604982.29;Polska;mazowieckie;warszawski zachodni;B?Èonie-obszar wiejski
Stary Ma?È?÷czyn;;51??22'39'';21??15'21'';392511.87;656946.95;Polska;mazowieckie;radomski;G??zd-gmina wiejska
Stary Marian??w;Stary Marian??w;51??25'57'';21??48'24'';399936.36;695022.42;Polska;mazowieckie;kozienicki;Gniewosz??w-gmina wiejska
Stary Miastk??w;Stary Miastk??w;51??54'30'';21??47'30'';452799.78;691972.95;Polska;mazowieckie;garwoli?‰ski;Miastk??w Ko?çcielny-gmina wiejska
Stary M?Èyn;Stary M?Èyn;51??26'45'';20??52'47'';399370.07;630586.87;Polska;mazowieckie;radomski;Przytyk-gmina wiejska
Stary Modlin;Stary Modlin;52??26'44'';20??42'17'';510218.37;615825.52;Polska;mazowieckie;nowodworski;Nowy Dw??r Mazowiecki-gmina miejska
Stary Mystk??wiec;;52??37'55'';21??16'08'';531994.59;653501.03;Polska;mazowieckie;wyszkowski;Somianka-gmina wiejska
Myszyniec Stary;Myszyniec Stary;53??23'55'';21??20'25'';617389.41;655547.43;Polska;mazowieckie;ostro?È?÷cki;Myszyniec-obszar wiejski
Stary Niedr????;Stary Niedr????;52??47'01'';20??00'35'';546922.07;568079.75;Polska;mazowieckie;p?Èo?‰ski;Raci?˘??-gmina wiejska
Stary Oddzia?È;Stary Oddzia?È;52??00'58'';20??38'02'';462345.99;612092.88;Polska;mazowieckie;grodziski;??abia Wola-gmina wiejska
Olech??w Stary;Olech??w Stary;51??02'58'';21??27'55'';356531.79;672735.86;Polska;mazowieckie;lipski;Sienno-gmina wiejska
Stary Os??w;Stary Os??w;51??31'57'';20??56'29'';409118.26;634618.99;Polska;mazowieckie;bia?Èobrzeski;Stara B?Èotnica-gmina wiejska
Stary Pasek;;52??24'02'';21??18'55'';506369.58;657464.34;Polska;mazowieckie;wo?Èomi?‰ski;Klemb??w-gmina wiejska
Stary Pilczyn;Stary Pilczyn;51??48'10'';21??38'17'';440663.99;681827.86;Polska;mazowieckie;garwoli?‰ski;?¸askarzew-gmina wiejska
Stary Podleck;Stary Podleck;52??32'32'';20??04'05'';520134.40;572419.54;Polska;mazowieckie;p?Èocki;Bulkowo-gmina wiejska
Stary Podo?ç;Stary Podo?ç;52??58'31'';21??07'07'';569858.36;642210.40;Polska;mazowieckie;makowski;P?Èoniawy-Bramura-gmina wiejska
Stary Puzn??w;Stary Puzn??w;51??55'38'';21??39'48'';454563.98;683071.29;Polska;mazowieckie;garwoli?‰ski;Garwolin-gmina wiejska
Stary Ratyniec;;52??33'27'';22??14'31'';526237.31;719689.43;Polska;mazowieckie;soko?Èowski;Sterdy?‰-gmina wiejska
Kolonia Stary Ratyniec;;52??33'00'';22??15'53'';525473.30;721270.28;Polska;mazowieckie;soko?Èowski;Sterdy?‰-gmina wiejska
Stary Reczyn;Stary Reczyn;52??27'56'';20??02'03'';511567.51;570229.89;Polska;mazowieckie;p?Èocki;Bodzan??w-gmina wiejska
Stary Rembert??w;Stary Rembert??w;52??15'31'';21??10'34'';490292.76;648468.59;Polska;mazowieckie;m. St. Warszawa;Rembert??w-dzielnica
Stary R?÷bk??w;Stary R?÷bk??w;51??52'46'';21??33'22'';448992.25;675882.76;Polska;mazowieckie;garwoli?‰ski;Garwolin-gmina wiejska
Stary Rzech??w;Stary Rzech??w;51??07'44'';21??23'10'';365161.45;666905.19;Polska;mazowieckie;lipski;Rzeczni??w-gmina wiejska
Stary Sielc;Stary Sielc;52??47'39'';21??16'47'';550053.52;653662.60;Polska;mazowieckie;makowski;Rzewnie-gmina wiejska
Stary Sopot;Stary Sopot;51??32'44'';21??01'16'';410717.19;640102.33;Polska;mazowieckie;bia?Èobrzeski;Stara B?Èotnica-gmina wiejska
Stary Strachocin;Stary Strachocin;52??47'11'';21??13'45'';549081.94;650282.22;Polska;mazowieckie;makowski;Szelk??w-gmina wiejska
Susk Stary;Susk Stary;53??04'09'';21??40'22'';581545.99;679008.56;Polska;mazowieckie;ostro?È?÷cki;Rzeku?‰-gmina wiejska
Stary Szelk??w;Stary Szelk??w;52??49'22'';21??12'24'';553080.97;648641.38;Polska;mazowieckie;makowski;Szelk??w-gmina wiejska
Stary Szwarocin;;52??13'20'';20??06'01'';484588.70;575136.37;Polska;mazowieckie;sochaczewski;Rybno-gmina wiejska
Stary ?‹miecin;Stary ?‹miecin;52??52'25'';20??35'24'';557636.44;606981.00;Polska;mazowieckie;ciechanowski;Ciechan??w-gmina miejska
Kolonia Stary ?‹miecin;Stary ?‹miecin;52??52'03'';20??35'01'';556942.11;606561.89;Polska;mazowieckie;ciechanowski;Ciechan??w-gmina miejska
Stary ?‹wi?÷toch??w;;52??22'26'';21??44'58'';504439.71;687099.90;Polska;mazowieckie;w?÷growski;Korytnica-gmina wiejska
Stary Turobin;Stary Turobin;52??57'11'';21??58'03'';569412.57;699272.88;Polska;mazowieckie;ostrowski;Stary Luboty?‰-gmina wiejska
Stary Walercin;Stary Walercin;52??15'25'';21??28'52'';490778.67;669285.48;Polska;mazowieckie;mi?‰ski;D?÷be Wielkie-gmina wiejska
Stary Wawer;Stary Wawer;52??13'52'';21??08'19'';487159.10;646001.81;Polska;mazowieckie;m. St. Warszawa;Wawer-dzielnica
Stary Wincent??w;;51??26'55'';21??26'60'';400861.16;670180.76;Polska;mazowieckie;radomski;Pionki-gmina wiejska
Stary Wir;Stary Wir;51??27'32'';20??45'13'';400594.55;621791.89;Polska;mazowieckie;przysuski;Potwor??w-gmina wiejska
Kolonia Stary Wir;Stary Wir;51??28'03'';20??45'46'';401585.72;622397.83;Polska;mazowieckie;przysuski;Potwor??w-gmina wiejska
Zabor??w Stary;Zabor??w Stary;52??23'21'';19??21'23'';502647.19;524246.78;Polska;mazowieckie;gostyni?‰ski;Gostynin-gmina wiejska
Zabor??w Stary-Kolonia;Zabor??w Stary-Kolonia;52??23'32'';19??21'11'';502971.58;524019.34;Polska;mazowieckie;gostyni?‰ski;Gostynin-gmina wiejska
Stary Zambrzyk??w;Stary Zambrzyk??w;51??54'21'';21??20'41'';451442.67;661239.91;Polska;mazowieckie;otwocki;Sobienie-Jeziory-gmina wiejska
Stary Zambrzyniec;Stary Zambrzyniec;52??30'57'';21??50'04'';520442.04;692263.64;Polska;mazowieckie;w?÷growski;?¸och??w-obszar wiejski
Stary ??abieniec;Stary ??abieniec;51??50'03'';21??29'08'';443780.06;671209.81;Polska;mazowieckie;garwoli?‰ski;Wilga-gmina wiejska
Stary ??ylin;;52??09'09'';20??09'55'';476905.84;579699.56;Polska;mazowieckie;sochaczewski;Nowa Sucha-gmina wiejska
Starzyno;Starzyno;52??24'08'';20??05'29'';504592.31;574229.89;Polska;mazowieckie;p?Èocki;Wyszogr??d-obszar wiejski
Stasi Las;Stasi Las;52??29'09'';21??02'31'';515288.53;638601.83;Polska;mazowieckie;legionowski;Serock-obszar wiejski
Stasin;;52??44'23'';21??31'14'';544542.49;670105.22;Polska;mazowieckie;wyszkowski;D?Èugosiod?Èo-gmina wiejska
Stasin;Stasin;51??53'14'';21??45'40'';450366.15;689953.70;Polska;mazowieckie;garwoli?‰ski;Miastk??w Ko?çcielny-gmina wiejska
Stasin;;52??30'29'';22??20'45'';521063.14;726982.39;Polska;mazowieckie;soko?Èowski;Sabnie-gmina wiejska
Stasin;;52??15'31'';22??25'38'';493597.54;733817.36;Polska;mazowieckie;siedlecki;Paprotnia-gmina wiejska
Stasin;Stasin;51??45'07'';21??15'46'';434151.13;656137.09;Polska;mazowieckie;kozienicki;Grab??w nad Pilic?˘-gmina wiejska
Stasin;Stasin;51??39'09'';21??42'20'';424135.42;687093.98;Polska;mazowieckie;garwoli?‰ski;Trojan??w-gmina wiejska
Stasin;;51??22'48'';21??36'04'';393585.59;680955.99;Polska;mazowieckie;zwole?‰ski;Zwole?‰-obszar wiejski
Stasinek;Stasinek;52??06'33'';20??47'16'';472953.05;622386.42;Polska;mazowieckie;pruszkowski;Nadarzyn-gmina wiejska
Stasin??w;;52??23'42'';21??27'45'';506082.87;667496.59;Polska;mazowieckie;wo?Èomi?‰ski;T?Èuszcz-obszar wiejski
Stasiopole;;52??30'59'';21??11'44'';518993.56;648931.48;Polska;mazowieckie;wo?Èomi?‰ski;D?˘br??wka-gmina wiejska
Stasi??w;Stasi??w;51??26'47'';21??34'02'';400879.49;678347.72;Polska;mazowieckie;zwole?‰ski;Policzna-gmina wiejska
Stasi??wek;Stasi??wek;52??06'60'';20??46'02'';473739.35;620960.49;Polska;mazowieckie;pruszkowski;Brwin??w-obszar wiejski
Kolonia Staszica;Staszica;52??50'46'';19??38'52'';553595.84;543608.21;Polska;mazowieckie;sierpecki;Sierpc-gmina miejska
Osiedle Stanis?Èawa Staszica;Stanis?Èawa Staszica;52??09'28'';20??47'21'';478372.66;622355.30;Polska;mazowieckie;pruszkowski;Pruszk??w-gmina miejska
Stasz??w;Stasz??w;51??34'06'';21??39'04'';414644.01;683675.56;Polska;mazowieckie;kozienicki;Kozienice-obszar wiejski
Staw;Staw;52??22'59'';19??39'43'';502108.44;545040.18;Polska;mazowieckie;gostyni?‰ski;Szczawin Ko?çcielny-gmina wiejska
Stawek;Stawek;52??46'42'';21??51'57'';549721.08;693232.02;Polska;mazowieckie;ostrowski;Ostr??w Mazowiecka-gmina wiejska
Stawek;Stawek;52??04'51'';21??48'15'';472000.31;692080.11;Polska;mazowieckie;mi?‰ski;Latowicz-gmina wiejska
Stawinoga;;52??34'39'';21??07'45'';525652.97;644228.13;Polska;mazowieckie;pu?Ètuski;Zatory-gmina wiejska
Stawinoga-Le?çnicz??wka;Stawinoga-Le?çnicz??wka;52??35'09'';21??08'43'';526611.81;645291.79;Polska;mazowieckie;pu?Ètuski;Zatory-gmina wiejska
Stawiska;Stawiska;52??07'38'';20??42'26'';474827.15;616832.01;Polska;mazowieckie;grodziski;Podkowa Le?çna-gmina miejska
Stawiska;;52??15'03'';21??53'39'';491145.28;697493.43;Polska;mazowieckie;w?÷growski;Gr?÷bk??w-gmina wiejska
Stawisko;Stawisko;51??42'22'';21??37'57'';429898.63;681826.93;Polska;mazowieckie;garwoli?‰ski;Sobolew-gmina wiejska
Stawiszyn;Stawiszyn;51??36'05'';20??55'30'';416744.30;633277.11;Polska;mazowieckie;bia?Èobrzeski;Bia?Èobrzegi-obszar wiejski
Stawiszyn-?¸aziska;Stawiszyn-?¸aziska;52??58'30'';19??59'03'';568180.95;566065.21;Polska;mazowieckie;??uromi?‰ski;Bie??u?‰-obszar wiejski
Stawiszyn-Zwalewo;Stawiszyn-Zwalewo;52??58'58'';19??59'21'';569050.48;566388.92;Polska;mazowieckie;??uromi?‰ski;Bie??u?‰-obszar wiejski
Stawki;Stawki;51??34'02'';21??18'29'';413722.40;659914.97;Polska;mazowieckie;kozienicki;G?Èowacz??w-gmina wiejska
Stawki;;51??18'29'';21??07'36'';384523.79;648185.12;Polska;mazowieckie;radomski;Kowala-gmina wiejska
Stawki Krzywickie;Stawki Krzywickie;52??06'56'';21??37'42'';475410.36;679904.13;Polska;mazowieckie;mi?‰ski;Siennica-gmina wiejska
Stawy;Stawy;52??58'22'';20??39'03'';568749.39;610823.10;Polska;mazowieckie;ciechanowski;Regimin-gmina wiejska
Stefanin;Stefanin;52??32'18'';21??40'54'';522548.22;681813.99;Polska;mazowieckie;w?÷growski;?¸och??w-miasto
Stefanka;Stefanka;52??05'58'';20??47'02'';471875.35;622145.56;Polska;mazowieckie;pruszkowski;Nadarzyn-gmina wiejska
Stefanka;Stefanka;52??05'40'';20??47'21'';471322.93;622523.97;Polska;mazowieckie;grodziski;Podkowa Le?çna-gmina miejska
Stefankowo;Stefankowo;52??58'42'';20??25'26'';569046.89;595574.15;Polska;mazowieckie;m?Èawski;Stupsk-gmina wiejska
Stefankowo;Stefankowo;52??49'22'';19??41'31'';551024.11;546612.27;Polska;mazowieckie;sierpecki;Sierpc-gmina wiejska
Stefank??w;Stefank??w;51??50'11'';21??02'55'';443111.83;641098.69;Polska;mazowieckie;gr??jecki;Jasieniec-gmina wiejska
Stefank??w;;51??15'27'';20??42'38'';378145.73;619323.75;Polska;mazowieckie;szyd?Èowiecki;Chlewiska-gmina wiejska
Stefanowo;Stefanowo;52??02'49'';20??52'54'';466197.56;628996.71;Polska;mazowieckie;piaseczy?‰ski;Lesznowola-gmina wiejska
Stefan??w;Stefan??w;52??27'23'';19??32'27'';510190.17;536734.00;Polska;mazowieckie;gostyni?‰ski;Gostynin-gmina wiejska
Stefan??w;Stefan??w;52??18'37'';19??31'23'';493953.15;535649.26;Polska;mazowieckie;gostyni?‰ski;Szczawin Ko?çcielny-gmina wiejska
Stefan??w;;52??20'08'';20??13'16'';497322.19;583175.14;Polska;mazowieckie;sochaczewski;M?Èodzieszyn-gmina wiejska
Stefan??w;Stefan??w;52??12'22'';21??22'02'';484866.62;661699.99;Polska;mazowieckie;mi?‰ski;Halin??w-obszar wiejski
Stefan??w;Stefan??w;51??44'36'';21??12'08'';433062.70;651992.49;Polska;mazowieckie;kozienicki;Grab??w nad Pilic?˘-gmina wiejska
Stefan??w;Stefan??w;51??47'07'';21??49'29'';439195.20;694776.42;Polska;mazowieckie;garwoli?‰ski;??elech??w-obszar wiejski
Stefan??w;Stefan??w;51??44'41'';21??40'47'';434330.27;684944.06;Polska;mazowieckie;garwoli?‰ski;Sobolew-gmina wiejska
Stefan??w;;51??27'44'';20??56'52'';401315.47;635265.93;Polska;mazowieckie;radomski;Przytyk-gmina wiejska
Stefan??w;;51??23'02'';21??36'46'';394046.72;681752.09;Polska;mazowieckie;zwole?‰ski;Zwole?‰-obszar wiejski
Stefan??w;;51??19'56'';21??41'31'';388503.26;687469.16;Polska;mazowieckie;zwole?‰ski;Przy?È?÷k-gmina wiejska
Stefan??w-Kolonia;Stefan??w-Kolonia;51??22'05'';20??41'60'';390418.62;618302.75;Polska;mazowieckie;przysuski;Przysucha-obszar wiejski
Stefan??w Suserski;Stefan??w Suserski;52??19'44'';19??35'49'';496038.47;540672.47;Polska;mazowieckie;gostyni?‰ski;Szczawin Ko?çcielny-gmina wiejska
Stefan??wka;Stefan??wka;52??19'32'';21??13'07'';497824.55;651155.50;Polska;mazowieckie;wo?Èomi?‰ski;Koby?Èka-gmina miejska
Stefan??wka;Stefan??wka;52??11'06'';21??18'28'';482401.00;657726.92;Polska;mazowieckie;otwocki;Wi?˘zowna-gmina wiejska
Stefan??wka;Stefan??wka;52??07'15'';21??37'20'';475990.48;679460.41;Polska;mazowieckie;mi?‰ski;Siennica-gmina wiejska
Stefan??wka;Stefan??wka;51??57'04'';20??52'03'';455525.60;628293.27;Polska;mazowieckie;piaseczy?‰ski;Tarczyn-obszar wiejski
Stefan??wka;Stefan??wka;51??21'48'';20??40'02'';389841.30;616033.83;Polska;mazowieckie;przysuski;Przysucha-obszar wiejski
Stegna;Stegna;52??49'25'';20??17'13'';551668.31;586690.91;Polska;mazowieckie;ciechanowski;Glinojeck-miasto
Stegna;;52??19'29'';20??02'52'';495932.55;571386.46;Polska;mazowieckie;sochaczewski;I?È??w-gmina wiejska
Stegna;Stegna;53??10'50'';20??38'41'';591850.39;609879.67;Polska;mazowieckie;m?Èawski;Dzierzgowo-gmina wiejska
Stegna;Stegna;53??08'27'';21??03'03'';588121.35;637126.63;Polska;mazowieckie;przasnyski;Jednoro??ec-gmina wiejska
Kolonia Stegna;Stegna;53??10'30'';20??38'58'';591238.61;610205.14;Polska;mazowieckie;m?Èawski;Dzierzgowo-gmina wiejska
Stegny;Stegny;52??10'53'';21??03'11'';481464.44;640323.46;Polska;mazowieckie;m. St. Warszawa;Mokot??w-dzielnica
Stegny;Stegny;51??41'40'';20??42'00'';426694.84;617464.45;Polska;mazowieckie;gr??jecki;Mogielnica-miasto
Stegny Po?Èudniowe;Stegny Po?Èudniowe;52??10'36'';21??03'19'';480951.26;640495.42;Polska;mazowieckie;m. St. Warszawa;Mokot??w-dzielnica
Stel?˘gi;;52??34'32'';22??16'40'';528354.01;722025.71;Polska;mazowieckie;soko?Èowski;Sterdy?‰-gmina wiejska
Stel?˘gi-Kolonia;Stel?˘gi-Kolonia;52??34'15'';22??17'13'';527857.39;722670.39;Polska;mazowieckie;soko?Èowski;Sterdy?‰-gmina wiejska
Stelmachowo;;52??14'23'';20??28'26'';486987.48;600608.94;Polska;mazowieckie;warszawski zachodni;Leszno-gmina wiejska
Stengny;Stengny;51??12'22'';21??27'25'';373907.17;671580.95;Polska;mazowieckie;lipski;Ciepiel??w-gmina wiejska
Stepna-Gr?˘dzik;Stepna-Gr?˘dzik;53??03'56'';21??28'05'';580645.83;665312.56;Polska;mazowieckie;ostro?È?÷cki;Olszewo-Borki-gmina wiejska
Stepna-Micha?Èki;Stepna-Micha?Èki;53??02'29'';21??28'43'';577990.45;666118.44;Polska;mazowieckie;ostro?È?÷cki;Olszewo-Borki-gmina wiejska
Stepna Stara;Stepna Stara;53??02'37'';21??27'43'';578204.41;664987.68;Polska;mazowieckie;ostro?È?÷cki;Olszewo-Borki-gmina wiejska
Sterdy?‰;Sterdy?‰;52??34'39'';22??17'47'';528614.09;723281.82;Polska;mazowieckie;soko?Èowski;Sterdy?‰-gmina wiejska
Stobiecin;Stobiecin;52??25'02'';20??15'08'';506438.91;585136.96;Polska;mazowieckie;p?Èo?‰ski;Czerwi?‰sk nad Wis?È?˘-gmina wiejska
Stoczek;Stoczek;52??29'38'';21??06'24'';516306.61;642968.29;Polska;mazowieckie;wo?Èomi?‰ski;Radzymin-obszar wiejski
Stoczek;Stoczek;53??25'02'';21??33'48'';619959.66;670300.40;Polska;mazowieckie;ostro?È?÷cki;?¸yse-gmina wiejska
Stoczek;;52??18'52'';20??04'57'';494824.57;573769.15;Polska;mazowieckie;sochaczewski;I?È??w-gmina wiejska
Stoczek;Stoczek;51??52'16'';21??30'19'';447955.57;672416.32;Polska;mazowieckie;garwoli?‰ski;Garwolin-gmina wiejska
Stoczek;;52??32'39'';21??54'06'';523770.58;696703.23;Polska;mazowieckie;w?÷growski;Stoczek-gmina wiejska
Stoczek;;52??13'24'';21??52'27'';488034.05;696250.28;Polska;mazowieckie;w?÷growski;Gr?÷bk??w-gmina wiejska
Stoczki;;51??23'39'';20??32'22'';393082.58;607077.85;Polska;mazowieckie;przysuski;Gielni??w-gmina wiejska
Stocznia;Stocznia;52??25'58'';20??41'36'';508780.00;615081.66;Polska;mazowieckie;nowodworski;Nowy Dw??r Mazowiecki-gmina miejska
Stodoliska;Stodoliska;53??07'08'';21??30'42'';586686.98;668037.46;Polska;mazowieckie;ostro?È?÷cki;Olszewo-Borki-gmina wiejska
Stodzew;Stodzew;52??00'25'';21??39'58'';463430.42;682924.81;Polska;mazowieckie;garwoli?‰ski;Parys??w-gmina wiejska
Stodzew-Kolonia;Stodzew-Kolonia;52??01'05'';21??39'34'';464660.49;682435.13;Polska;mazowieckie;garwoli?‰ski;Parys??w-gmina wiejska
Stojad?Èa;Stojad?Èa;52??11'21'';21??32'05'';483360.64;673208.14;Polska;mazowieckie;mi?‰ski;Mi?‰sk Mazowiecki-gmina wiejska
Stok;Stok;52??51'03'';21??49'02'';557624.04;689639.42;Polska;mazowieckie;ostrowski;Ostr??w Mazowiecka-gmina wiejska
Stok;Stok;52??06'10'';22??14'12'';475683.25;721592.84;Polska;mazowieckie;siedlecki;Wi?çniew-gmina wiejska
Kolonia Stok Drugi;Stok Drugi;52??50'31'';21??49'07'';556648.43;689769.40;Polska;mazowieckie;ostrowski;Ostr??w Mazowiecka-gmina wiejska
Stok Lacki;;52??09'27'';22??21'17'';482127.76;729393.16;Polska;mazowieckie;siedlecki;Siedlce-gmina wiejska
Stok Lacki-Folwark;Stok Lacki-Folwark;52??09'42'';22??20'44'';482561.90;728745.14;Polska;mazowieckie;siedlecki;Siedlce-gmina wiejska
Stok Ruski;;52??12'50'';22??26'45'';488687.23;735323.30;Polska;mazowieckie;siedlecki;Mordy-obszar wiejski
Kolonia Stok Ruski;Stok Ruski;52??12'32'';22??27'53'';488193.05;736639.46;Polska;mazowieckie;siedlecki;Mordy-obszar wiejski
Stok Wi?çniewski;Stok Wi?çniewski;52??06'26'';22??12'15'';476080.75;719350.18;Polska;mazowieckie;siedlecki;Wi?çniew-gmina wiejska
